56,24,40,40,39,28,27,55,23,32 
35,31,24,40,31,55,41,39,24,32
24,31,43,33,36,44,24,24,32,31
43,38,31,40,40,32,45,30,40,32
30,35,32,23,40,27,28,24,24,38
40,27,40,44,46,43,24,31,32,32
53,29,31,46,30,88,30,24,40,30
40,29,39,24,40,24,31,34,24,36
40,56,36,37,15,28,36,29,48,29
40,28,32,47,29,38,40,23,23,41
