56,24,44,51,39,28,34,65,25,39
41,40,27,70,36,62,41,43,33,32
28,41,48,39,40,54,37,25,45,46
43,45,38,50,52,33,45,30,40,32
30,38,56,24,46,40,30,32,34,46
56,38,44,44,48,43,24,31,39,41
62,30,37,47,32,88,32,29,40,32
43,31,53,24,40,24,31,39,33,39
54,56,38,48,15,32,41,30,48,32
40,40,39,47,31,44,40,30,28,56
