56,24,40,40,39,30,32,55,23,40
44,32,26,72,31,63,41,39,24,32
24,38,43,35,47,44,24,28,42,31
46,44,39,40,40,37,47,31,40,32
30,35,43,29,48,39,32,32,24,38
56,27,44,44,46,43,24,39,39,43
62,30,32,49,32,88,39,24,40,30
43,29,53,27,40,25,31,38,30,36
40,56,36,40,15,29,47,31,48,29
40,29,39,47,30,44,56,30,28,42


